Age,DailyRate,DistanceFromHome,Education,JobLevel,JobSatisfaction,MonthlyIncome,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,BusinessTravel,Department,EducationField,Gender,JobRole,MaritalStatus,OverTime,Attrition
35,735,6,1,1,3,3506,3,3,2,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,Yes,No
42,603,7,4,2,2,2372,3,1,0,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,Yes,No
43,531,4,4,3,4,10231,4,21,7,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Single,No,No
36,429,2,4,2,2,5410,3,16,14,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Single,Yes,No
44,621,15,3,3,4,7978,3,10,7,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Married,No,Yes
28,193,2,3,1,4,3867,3,2,2,Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Married,Yes,No
51,968,6,2,1,3,2838,2,7,0,Travel_Frequently,Research & Development,Medical,Female,Laboratory Technician,Single,No,No
30,879,9,2,2,3,4695,3,8,4,Non-Travel,Research & Development,Medical,Female,Manufacturing Director,Single,Yes,No
29,806,7,3,1,3,3339,3,7,7,Travel_Rarely,Research & Development,Technical Degree,Female,Laboratory Technician,Divorced,Yes,Yes
28,640,1,3,1,1,2080,2,3,2,Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Single,No,No
25,266,1,3,1,2,2096,2,2,2,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Single,No,No
32,604,8,3,2,4,6209,4,10,7,Travel_Rarely,Sales,Medical,Male,Sales Executive,Married,No,No
45,364,25,3,5,2,18061,3,0,0,Travel_Frequently,Research & Development,Medical,Female,Manager,Single,No,No
39,412,13,4,4,2,17123,3,19,9,Travel_Rarely,Research & Development,Medical,Female,Manager,Divorced,Yes,No
58,848,23,4,1,3,2372,3,2,2,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Divorced,No,No
32,1089,7,2,2,3,4883,3,10,4,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,No,Yes
39,360,23,3,1,1,3904,3,5,2,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,No,Yes
30,1138,6,3,2,4,4627,3,9,2,Travel_Rarely,Research & Development,Technical Degree,Female,Laboratory Technician,Married,No,No
36,325,10,4,3,3,7094,3,7,7,Travel_Rarely,Research & Development,Technical Degree,Female,Healthcare Representative,Married,No,No
46,991,1,2,1,1,3423,4,7,6,Travel_Rarely,Human Resources,Life Sciences,Female,Human Resources,Single,No,No
28,1476,1,3,2,4,6674,3,9,8,Non-Travel,Research & Development,Life Sciences,Female,Laboratory Technician,Married,No,No
50,1322,28,3,4,1,16880,3,3,2,Travel_Rarely,Research & Development,Life Sciences,Female,Research Director,Married,Yes,No
40,299,25,4,3,2,9094,3,5,4,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,Yes,Yes
52,1030,5,3,3,2,8446,2,8,7,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Single,Yes,Yes
30,634,17,4,3,1,11916,3,9,1,Travel_Rarely,Research & Development,Medical,Female,Manager,Married,Yes,No
39,524,18,2,2,3,4534,3,8,7,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Single,No,No
31,587,2,4,3,3,9852,2,10,8,Non-Travel,Sales,Life Sciences,Female,Sales Executive,Divorced,Yes,No
41,256,10,2,2,2,6151,3,19,2,Non-Travel,Sales,Medical,Male,Sales Executive,Single,No,No
31,1060,1,3,1,2,2302,4,3,2,Travel_Frequently,Sales,Life Sciences,Female,Sales Representative,Single,Yes,Yes
44,935,3,3,1,1,2362,4,3,2,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,No,Yes
42,495,2,1,4,3,17861,2,20,8,Non-Travel,Research & Development,Life Sciences,Male,Manager,Married,Yes,No
55,282,2,2,5,3,19187,3,19,9,Travel_Rarely,Research & Development,Medical,Female,Manager,Married,No,No
56,206,8,4,5,2,19717,3,7,3,Travel_Rarely,Human Resources,Life Sciences,Male,Manager,Single,No,No
40,458,16,2,1,3,3544,3,4,2,Non-Travel,Research & Development,Life Sciences,Male,Research Scientist,Divorced,No,No
34,943,9,3,3,4,8500,2,9,7,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,No,No
40,523,2,3,2,4,4661,3,9,8,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,No,No
41,1018,1,3,2,1,4103,3,9,3,Travel_Frequently,Sales,Marketing,Female,Sales Executive,Divorced,No,No
35,482,4,4,2,3,4249,3,9,6,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Single,Yes,No
51,770,5,3,4,2,14026,3,33,9,Travel_Rarely,Human Resources,Life Sciences,Male,Manager,Divorced,Yes,No
38,1009,2,2,2,1,6893,3,7,7,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Divorced,No,No
34,507,15,2,2,1,6125,4,10,8,Travel_Rarely,Sales,Medical,Female,Sales Executive,Single,No,No
25,882,19,1,1,4,3669,2,3,2,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,No,No
58,601,7,4,3,1,10008,2,10,9,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Married,Yes,Yes
40,329,1,4,1,2,2387,3,4,2,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,No,No
36,607,7,3,2,1,4639,2,15,7,Travel_Frequently,Sales,Marketing,Female,Sales Executive,Married,No,No
48,855,4,3,3,4,7898,3,10,9,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Single,No,No
27,1291,11,3,1,4,2534,3,1,0,Travel_Rarely,Sales,Medical,Female,Sales Representative,Married,No,No
51,1405,11,2,4,2,13142,2,5,2,Travel_Rarely,Research & Development,Technical Degree,Female,Manufacturing Director,Single,No,No
18,1124,1,3,1,4,1611,4,0,0,Non-Travel,Research & Development,Life Sciences,Female,Laboratory Technician,Single,No,No
35,817,1,3,2,4,5363,3,9,7,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Married,No,No
27,793,2,1,2,4,5071,3,6,2,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Single,No,No
55,267,13,4,4,3,13695,2,19,7,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Single,Yes,Yes
56,1369,23,3,4,2,13402,3,19,16,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Married,Yes,No
34,999,26,1,1,3,2029,3,5,4,Non-Travel,Research & Development,Technical Degree,Female,Research Scientist,Divorced,No,No
40,1202,2,1,2,3,6377,3,12,11,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Divorced,No,No
34,285,29,3,2,3,5429,3,8,7,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,No,No
31,703,2,3,1,4,2785,4,1,0,Travel_Frequently,Sales,Life Sciences,Female,Sales Representative,Single,No,Yes
35,662,18,4,2,3,4614,2,4,2,Travel_Frequently,Sales,Marketing,Female,Sales Executive,Married,Yes,Yes
38,693,7,3,1,3,2610,3,4,2,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Divorced,No,No
34,404,2,4,2,4,6687,4,14,11,Travel_Rarely,Research & Development,Technical Degree,Female,Healthcare Representative,Single,No,No
28,736,26,3,2,1,4724,3,5,3,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,No,No
31,330,22,4,2,3,6179,2,10,2,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Married,Yes,Yes
39,1498,21,4,2,4,6120,4,5,4,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,Yes,No
51,541,2,3,3,2,10596,3,4,2,Travel_Frequently,Sales,Marketing,Male,Sales Executive,Married,No,No
41,1200,22,3,2,4,5467,2,6,2,Travel_Frequently,Research & Development,Life Sciences,Female,Research Scientist,Divorced,Yes,No
37,1439,4,1,1,3,2996,3,6,4,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,Yes,No
33,1111,5,1,2,4,9998,4,5,4,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Married,No,No
32,499,2,1,2,2,4078,2,3,2,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,Yes,No
39,1485,25,2,3,3,10920,3,6,4,Non-Travel,Research & Development,Life Sciences,Male,Healthcare Representative,Married,No,No
25,1372,18,1,2,3,6232,2,3,2,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,No,No
52,322,28,2,4,3,13247,2,5,3,Travel_Frequently,Research & Development,Medical,Female,Manufacturing Director,Married,Yes,No
43,930,6,3,2,3,4081,1,20,7,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Single,Yes,No
27,205,10,3,2,4,5769,3,6,2,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,Yes,No
27,135,17,4,1,3,2394,3,8,2,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,Yes,Yes
26,683,2,1,1,4,3904,3,4,3,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,No,No
42,1147,10,3,4,1,16799,3,20,7,Travel_Rarely,Human Resources,Human Resources,Female,Manager,Married,No,No
52,258,8,4,1,1,2950,1,5,4,Travel_Rarely,Research & Development,Other,Female,Laboratory Technician,Married,No,No
37,1462,11,3,1,3,3629,3,3,2,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Single,No,No
35,200,18,2,3,4,9362,3,2,2,Travel_Frequently,Research & Development,Life Sciences,Male,Manufacturing Director,Single,No,No
25,949,1,3,1,4,3229,2,3,2,Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Married,No,No
26,652,7,3,1,1,3578,3,7,7,Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,Single,No,No
29,332,17,3,3,1,7988,2,10,9,Travel_Rarely,Human Resources,Other,Male,Human Resources,Single,No,No
49,1475,28,2,2,1,4284,3,4,3,Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Single,No,Yes
29,337,14,1,3,4,7553,3,8,7,Travel_Frequently,Research & Development,Other,Female,Healthcare Representative,Single,Yes,Yes
54,971,1,3,4,4,17328,2,20,7,Travel_Rarely,Research & Development,Medical,Female,Research Director,Single,No,No
58,1055,1,3,5,1,19701,3,9,8,Travel_Rarely,Research & Development,Medical,Female,Research Director,Married,Yes,No
55,1136,1,4,4,4,14732,4,7,7,Travel_Rarely,Research & Development,Medical,Male,Research Director,Divorced,No,No
36,1174,3,4,2,2,9278,3,5,4,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Single,Yes,No
31,667,1,4,1,3,1359,3,1,0,Travel_Frequently,Sales,Life Sciences,Female,Sales Representative,Single,No,Yes
30,855,7,4,2,1,4779,3,3,2,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Divorced,No,No
31,182,8,5,4,2,16422,4,3,2,Travel_Rarely,Research & Development,Life Sciences,Female,Research Director,Single,No,No
34,560,1,4,1,1,2996,3,4,3,Travel_Frequently,Research & Development,Other,Male,Research Scientist,Divorced,No,No
31,202,8,3,1,2,1261,4,1,0,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Single,No,Yes
27,1377,11,1,1,1,2099,4,5,0,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,No,No
36,172,4,4,2,4,5810,2,10,4,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,No,No
36,329,16,4,2,1,5647,2,3,2,Travel_Rarely,Sales,Marketing,Female,Sales Executive,Married,No,No
47,465,1,3,1,4,3420,2,6,5,Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Married,No,No
25,383,9,2,1,1,4400,3,3,2,Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,Married,No,Yes
37,1413,5,2,1,3,3500,1,6,5,Non-Travel,Research & Development,Technical Degree,Male,Laboratory Technician,Single,No,No
56,1255,1,2,1,1,2066,4,3,2,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,No,No
47,359,2,4,4,3,17169,4,20,17,Travel_Rarely,Research & Development,Medical,Female,Research Director,Married,No,No
24,1476,4,1,2,3,4162,3,5,4,Travel_Rarely,Sales,Medical,Female,Sales Executive,Married,Yes,No
32,601,7,5,2,4,9204,2,4,3,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Married,No,No
34,401,1,3,1,2,3294,2,5,4,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Married,No,No
41,1283,5,5,1,3,2127,2,4,2,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,Yes,No
40,663,9,4,2,3,3975,4,8,7,Non-Travel,Research & Development,Other,Male,Laboratory Technician,Divorced,No,No
31,326,8,2,3,4,10793,3,13,7,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Divorced,No,No
46,377,9,3,3,4,10096,4,7,7,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,No,Yes
39,592,2,3,1,1,3646,4,1,0,Non-Travel,Research & Development,Life Sciences,Female,Laboratory Technician,Single,Yes,Yes
31,1445,1,5,3,2,7446,3,10,8,Travel_Frequently,Research & Development,Life Sciences,Female,Manufacturing Director,Single,No,Yes
45,1038,20,3,3,1,10851,3,7,7,Travel_Rarely,Research & Development,Medical,Male,Healthcare Representative,Divorced,Yes,No
31,1398,8,2,1,2,2109,3,3,2,Travel_Rarely,Human Resources,Medical,Female,Human Resources,Single,No,No
31,523,2,3,1,4,3722,1,2,2,Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Married,Yes,Yes
45,1448,29,3,3,4,9380,4,3,1,Travel_Rarely,Research & Development,Technical Degree,Male,Manufacturing Director,Married,Yes,No
48,1221,7,3,2,1,5486,3,2,2,Travel_Rarely,Sales,Marketing,Male,Sales Executive,Divorced,No,No
34,1107,9,4,1,3,2742,3,2,2,Travel_Rarely,Human Resources,Technical Degree,Female,Human Resources,Married,No,Yes
40,218,8,1,3,2,13757,3,9,8,Non-Travel,Research & Development,Medical,Male,Research Director,Divorced,No,No
28,866,5,3,2,1,8463,3,5,4,Travel_Rarely,Sales,Medical,Male,Sales Executive,Single,No,No
44,981,5,3,1,3,3162,3,5,2,Non-Travel,Research & Development,Life Sciences,Male,Laboratory Technician,Single,No,No
53,447,2,3,4,2,16598,2,9,8,Travel_Rarely,Research & Development,Medical,Male,Research Director,Single,No,No
49,1495,5,4,2,3,6651,2,3,2,Travel_Rarely,Research & Development,Technical Degree,Male,Healthcare Representative,Married,No,No
40,896,2,3,1,3,2345,4,3,1,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Divorced,No,No
44,1467,20,3,1,2,3420,2,5,2,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Single,No,No
33,430,7,3,2,1,4373,3,4,3,Travel_Frequently,Sales,Medical,Male,Sales Executive,Married,No,No
34,1326,3,3,2,1,4759,3,13,9,Travel_Rarely,Sales,Other,Male,Sales Executive,Single,No,No
30,1358,16,1,2,3,5301,2,2,1,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,No,No
42,748,9,2,1,4,3673,3,12,9,Travel_Frequently,Research & Development,Medical,Female,Laboratory Technician,Single,No,No
44,383,1,5,2,3,4768,2,1,0,Travel_Frequently,Sales,Marketing,Female,Sales Executive,Married,No,No
30,990,7,3,1,3,1274,2,1,0,Non-Travel,Research & Development,Technical Degree,Male,Research Scientist,Divorced,No,No
57,405,1,2,2,3,4900,2,12,9,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,No,No
49,1490,7,4,3,2,10466,3,8,7,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,No,No
34,829,15,3,4,1,17007,2,14,8,Travel_Frequently,Research & Development,Medical,Male,Research Director,Divorced,No,No
28,1496,1,3,1,3,2909,4,3,2,Travel_Frequently,Sales,Technical Degree,Male,Sales Representative,Married,No,Yes
29,115,13,3,2,2,5765,1,5,3,Travel_Frequently,Sales,Technical Degree,Female,Sales Executive,Single,No,Yes
34,790,24,4,2,2,4599,4,15,9,Travel_Rarely,Sales,Medical,Female,Sales Executive,Single,Yes,Yes
35,660,7,1,1,3,2404,3,1,0,Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,Married,No,No
24,381,9,3,1,1,3172,2,0,0,Travel_Frequently,Research & Development,Medical,Male,Laboratory Technician,Single,Yes,Yes
24,830,13,2,1,2,2033,3,1,0,Non-Travel,Sales,Life Sciences,Female,Sales Representative,Married,No,No
44,1193,2,1,3,3,10209,2,2,2,Travel_Frequently,Research & Development,Medical,Male,Manufacturing Director,Single,Yes,No
29,1246,19,3,2,3,8620,3,10,7,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Divorced,No,No
30,330,1,3,1,3,2064,4,5,3,Travel_Rarely,Human Resources,Life Sciences,Male,Human Resources,Divorced,No,No
55,1229,4,4,2,3,4035,3,3,2,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Married,Yes,No
33,1099,4,4,1,2,3838,3,5,4,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Married,No,No
47,571,14,3,2,3,4591,2,5,4,Travel_Rarely,Sales,Medical,Female,Sales Executive,Married,Yes,No
28,289,2,2,1,1,2561,2,0,0,Travel_Frequently,Research & Development,Medical,Male,Laboratory Technician,Single,No,Yes
28,1423,1,3,1,3,1563,1,1,0,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Divorced,No,No
28,467,7,3,2,1,4898,3,4,2,Travel_Frequently,Sales,Life Sciences,Male,Sales Executive,Single,No,No
49,271,3,2,2,1,4789,3,3,2,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Married,No,No
29,410,2,1,1,2,3180,3,3,2,Travel_Frequently,Research & Development,Life Sciences,Female,Laboratory Technician,Married,No,No
28,1083,29,1,2,2,6549,2,8,6,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Married,No,No
33,516,8,5,2,3,6388,3,0,0,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Single,Yes,No
32,495,10,3,3,4,11244,4,5,2,Travel_Rarely,Research & Development,Medical,Male,Manager,Single,No,No
54,1050,11,4,4,4,16032,3,14,9,Travel_Frequently,Research & Development,Medical,Female,Manager,Divorced,No,No
29,224,1,4,1,1,2362,1,9,7,Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Single,No,Yes
44,136,28,3,4,1,16328,4,20,6,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Married,No,No
39,1089,6,3,3,2,8376,3,2,0,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Single,No,No
46,228,3,3,4,2,16606,4,13,12,Travel_Rarely,Sales,Life Sciences,Female,Manager,Married,No,No
35,1029,16,3,3,2,8606,1,11,8,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Single,No,No
23,507,20,1,2,3,2272,3,4,3,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,No,No
40,676,9,4,1,1,2018,1,5,4,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,No,Yes
34,971,1,3,3,3,7083,3,10,9,Travel_Rarely,Sales,Technical Degree,Male,Sales Executive,Married,Yes,No
31,561,3,3,1,3,4084,1,7,2,Travel_Frequently,Research & Development,Life Sciences,Female,Research Scientist,Single,No,Yes
50,333,22,5,4,4,14411,3,32,6,Travel_Frequently,Research & Development,Medical,Male,Research Director,Single,Yes,No
34,1440,7,2,1,3,2308,3,11,10,Travel_Rarely,Sales,Technical Degree,Male,Sales Representative,Married,Yes,No
42,1210,2,3,1,2,4841,3,1,0,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,No,No
37,674,13,3,2,4,4285,3,10,8,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,No,No
29,441,8,1,2,1,9715,3,7,7,Travel_Rarely,Research & Development,Other,Female,Healthcare Representative,Married,No,No
33,575,25,3,2,2,4320,3,5,3,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Single,No,No
45,950,28,3,1,4,2132,3,5,4,Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Married,No,No
42,288,2,3,3,4,10124,1,20,8,Travel_Frequently,Research & Development,Life Sciences,Male,Healthcare Representative,Married,Yes,No
40,1342,9,2,2,1,5473,4,8,4,Travel_Rarely,Sales,Medical,Male,Sales Executive,Married,No,No
33,589,28,4,2,3,5207,3,15,14,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,Yes,No
40,898,6,2,4,4,16437,3,21,7,Travel_Rarely,Human Resources,Medical,Male,Manager,Single,Yes,No
24,350,21,2,1,1,2296,3,1,1,Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Divorced,No,No
40,1142,8,2,2,4,4069,3,2,2,Non-Travel,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,Yes,No
45,538,1,4,3,2,7441,3,10,8,Travel_Rarely,Research & Development,Technical Degree,Male,Healthcare Representative,Divorced,No,No
35,1402,28,4,1,3,2430,3,5,3,Travel_Rarely,Sales,Life Sciences,Female,Sales Representative,Married,No,No
32,824,5,2,2,2,5878,3,7,1,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,No,No
36,1157,2,4,1,4,2644,2,3,2,Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,Single,Yes,No
48,492,16,4,2,3,6439,3,8,7,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Divorced,No,No
29,598,9,3,1,3,2451,2,1,0,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,No,No
33,1242,8,4,2,1,6392,1,2,2,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,No,No
30,740,1,3,2,1,9714,3,10,8,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,No,Yes
38,888,10,4,2,3,6077,3,6,3,Travel_Frequently,Human Resources,Human Resources,Male,Human Resources,Married,No,No
35,992,1,3,1,1,2450,3,3,0,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Single,No,No
30,1288,29,4,3,2,9250,3,4,2,Travel_Rarely,Sales,Technical Degree,Male,Sales Executive,Married,No,No
35,104,2,3,1,1,2074,3,1,0,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Divorced,Yes,Yes
53,607,2,5,3,4,10169,3,33,7,Travel_Rarely,Research & Development,Technical Degree,Female,Manufacturing Director,Married,No,Yes
38,903,2,3,2,2,4855,3,5,2,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Married,No,Yes
32,1200,1,4,2,1,4087,2,6,5,Non-Travel,Research & Development,Technical Degree,Male,Research Scientist,Married,No,No
48,1108,15,4,1,1,2367,2,8,2,Travel_Rarely,Research & Development,Other,Female,Research Scientist,Married,No,No
34,479,7,4,1,4,2972,1,1,0,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,No,No
55,685,26,5,5,4,19586,3,36,6,Travel_Rarely,Sales,Marketing,Male,Manager,Married,No,No
34,1351,1,4,2,4,5484,2,2,2,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,No,No
26,474,3,3,1,4,2061,3,1,0,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,No,No
38,1245,14,3,2,2,9924,3,9,8,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,No,No
38,437,16,3,2,2,4198,4,3,2,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,No,No
36,884,1,4,2,3,6815,3,1,0,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,No,No
29,1370,3,1,1,1,4723,3,10,9,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Single,Yes,No
35,670,10,4,2,3,6142,3,5,2,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Single,Yes,No
39,1462,6,3,3,3,8237,3,7,6,Travel_Rarely,Sales,Medical,Male,Sales Executive,Married,No,No
29,995,2,1,2,4,8853,4,6,4,Travel_Frequently,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,No,No
50,264,9,3,5,3,19331,3,1,0,Travel_Rarely,Sales,Marketing,Male,Manager,Married,Yes,No
23,977,10,3,1,3,2073,3,2,2,Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Married,No,No
36,1302,6,4,2,1,5562,3,3,2,Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Married,Yes,No
42,1059,9,2,5,4,19613,3,1,0,Travel_Rarely,Research & Development,Other,Male,Manager,Single,No,No
35,750,28,3,2,3,3407,2,10,9,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,No,No
34,653,10,4,2,3,5063,2,8,2,Travel_Frequently,Research & Development,Technical Degree,Male,Healthcare Representative,Married,No,No
40,118,14,2,2,1,4639,3,5,4,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,No,No
43,990,27,3,1,2,4876,3,6,4,Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Divorced,No,No
35,1349,7,2,1,4,2690,2,1,0,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,No,No
46,563,1,4,4,1,17567,1,26,0,Travel_Rarely,Sales,Life Sciences,Male,Manager,Single,No,No
28,329,24,3,1,2,2408,3,1,1,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,Yes,Yes
22,457,26,2,1,3,2814,2,4,2,Non-Travel,Research & Development,Other,Female,Research Scientist,Married,Yes,No
50,1234,20,5,4,3,11245,3,30,8,Travel_Frequently,Research & Development,Medical,Male,Healthcare Representative,Married,Yes,No
32,634,5,4,1,4,3312,3,3,2,Travel_Rarely,Research & Development,Other,Female,Research Scientist,Married,No,No
44,1313,7,3,5,4,19049,2,22,7,Travel_Rarely,Research & Development,Medical,Female,Research Director,Divorced,Yes,No
30,241,7,3,1,2,2141,2,6,4,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,No,No
45,1015,5,5,2,1,5769,3,10,7,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Single,Yes,No
45,336,26,3,2,1,4385,3,10,7,Non-Travel,Sales,Marketing,Male,Sales Executive,Married,No,No
31,715,2,4,2,1,5332,3,5,2,Travel_Frequently,Sales,Other,Male,Sales Executive,Single,No,No
36,559,12,4,2,3,4663,3,3,2,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,Yes,No
34,426,10,4,2,4,4724,3,9,7,Travel_Frequently,Research & Development,Life Sciences,Male,Manufacturing Director,Divorced,No,No
49,722,25,4,1,1,3211,2,9,6,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Married,No,No
39,1387,10,5,2,1,5377,3,7,7,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Married,No,No
27,1302,19,3,1,1,4066,3,7,7,Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,Divorced,No,No
35,819,18,5,2,1,5208,3,16,15,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,No,No
28,580,27,3,2,1,4877,2,5,3,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Divorced,No,No
21,546,5,1,1,4,3117,3,2,2,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,No,No
18,544,3,2,1,4,1569,4,0,0,Travel_Frequently,Sales,Medical,Female,Sales Representative,Single,Yes,Yes
47,1176,26,4,5,3,19658,3,5,2,Travel_Rarely,Human Resources,Life Sciences,Female,Manager,Married,No,No
